Network_Type,MCC,MNC,LAC,Cell_ID,Longitude,Latitude,Timestamp1,Timestamp2,T1_Year,T2_Year,Signal
LTE,505,1,28746,146483201,151.1907311,-27.44915291,26:27.7,1736378848,2025,2025,50
LTE,505,3,60637,15611169,114.9170996,-29.27114056,43:05.7,1736516462,2025,2025,50
LTE,505,2,53251,21446194,141.8059118,-36.79560716,14:46.7,1737687962,2025,2025,50
LTE,505,1,32805,149363970,139.5856219,-34.95433723,52:55.7,1748813101,2025,2025,50
LTE,505,2,57502,24190769,152.9980015,-26.27680596,11:56.7,1738187341,2025,2025,50
LTE,505,2,56250,22081330,146.8800975,-41.24351035,24:31.7,1735984022,2025,2025,50
LTE,505,2,56250,22081330,146.8778338,-41.23957827,32:22.7,1735984022,2025,2025,50
LTE,505,2,56250,21086770,148.2488426,-41.49491897,01:35.7,1745126341,2025,2025,50
LTE,505,1,12410,143541772,144.1045912,-38.08417705,02:12.7,1741136102,2025,2025,50
LTE,505,2,57502,24190769,152.9998366,-26.28385909,20:02.7,1738187341,2025,2025,50
LTE,505,2,57506,23811339,153.3355429,-27.90310514,06:36.7,1743008164,2025,2025,50
LTE,505,2,53370,21596466,146.9528617,-38.56693143,45:15.7,1736739841,2025,2025,50
LTE,505,2,57502,24160778,152.9911386,-26.71641896,41:50.7,1738017002,2025,2025,50
LTE,505,1,32805,149363970,139.5873102,-34.94650366,52:20.7,1748813101,2025,2025,50
LTE,505,2,57502,24160778,152.9914543,-26.71517115,29:39.7,1738017002,2025,2025,50
LTE,505,1,8223,134273045,151.3781494,-32.72946826,33:07.7,1737589201,2025,2025,50
LTE,505,2,56250,22081330,146.8828219,-41.23588082,40:49.7,1735984022,2025,2025,50
LTE,505,1,28698,146489386,152.5055018,-25.91365206,22:29.7,1737217416,2025,2025,50
LTE,505,2,57502,24160778,152.9926674,-26.72011475,17:28.7,1738017002,2025,2025,50
LTE,505,1,16395,136301059,147.2118883,-42.8990978,13:03.7,1743210602,2025,2025,50
LTE,505,1,16395,136301059,147.2140194,-42.89701946,52:36.7,1743210602,2025,2025,50
LTE,505,1,28746,146483201,151.1927646,-27.45160087,39:59.7,1736378848,2025,2025,50
LTE,505,3,60637,15611169,114.9200261,-29.27225899,12:36.7,1736516462,2025,2025,50
LTE,505,2,57506,23811339,153.3354911,-27.89605242,34:10.7,1743008164,2025,2025,50
LTE,505,1,28746,146483201,151.1861239,-27.44542502,43:01.7,1736378848,2025,2025,50
LTE,505,1,28746,146483201,151.1945502,-27.44727225,03:44.7,1736378848,2025,2025,50
LTE,505,2,56250,22081330,146.8776815,-41.23863587,59:39.7,1735984022,2025,2025,50
LTE,505,1,28746,146483201,151.1885037,-27.4477612,49:09.7,1736378848,2025,2025,50
LTE,505,3,60637,15611169,114.9173459,-29.27033721,51:40.7,1736516462,2025,2025,50
LTE,505,1,16395,143593536,147.2235632,-42.96563546,35:39.7,1744785122,2025,2025,50
LTE,505,2,56250,22081330,146.8757978,-41.24319787,40:16.7,1735984022,2025,2025,50
LTE,505,1,12418,143546379,146.0846483,-38.81457636,34:35.7,1735966626,2025,2025,50
LTE,505,1,16395,143593536,147.2219035,-42.97454184,03:00.7,1744785122,2025,2025,50
LTE,505,1,28698,146489386,152.5096019,-25.90841389,48:13.7,1737217416,2025,2025,50
LTE,505,3,60637,15611169,114.9168646,-29.27267494,04:59.7,1736516462,2025,2025,50
LTE,505,1,28746,146483201,151.1930697,-27.44803755,04:43.7,1736378848,2025,2025,50
LTE,505,2,56250,21086770,148.247085,-41.4881185,34:38.7,1745126341,2025,2025,50
LTE,505,2,53251,21446194,141.8103565,-36.80209411,13:00.7,1737687962,2025,2025,50
LTE,505,1,12418,143546379,146.0771192,-38.80892143,55:53.7,1735966626,2025,2025,50
LTE,505,1,28746,146483201,151.1935449,-27.45396428,17:48.7,1736378848,2025,2025,50
LTE,505,2,57506,23811339,153.3441278,-27.89809567,33:58.7,1743008164,2025,2025,50
LTE,505,1,12418,143546379,146.0833205,-38.80878052,14:47.7,1735966626,2025,2025,50
LTE,505,2,57502,24190769,153.0046374,-26.27922151,25:35.7,1738187341,2025,2025,50
LTE,505,2,56250,21086770,148.2547891,-41.48917644,13:54.7,1745126341,2025,2025,50
LTE,505,2,56250,21086770,148.2513815,-41.49083417,15:55.7,1745126341,2025,2025,50
LTE,505,1,28746,146483201,151.1924007,-27.45321892,19:36.7,1736378848,2025,2025,50
LTE,505,1,8223,134273045,151.3752965,-32.72953634,14:22.7,1737589201,2025,2025,50
LTE,505,2,57502,24160778,152.9931974,-26.7247931,18:58.7,1738017002,2025,2025,50
LTE,505,1,16402,143360061,147.4599724,-42.70867947,01:08.7,1744535941,2025,2025,50
LTE,505,1,12410,143541772,144.0963929,-38.07732437,47:27.7,1741136102,2025,2025,50
LTE,505,1,28698,146489386,152.5110482,-25.90647217,18:05.7,1737217416,2025,2025,50
LTE,505,1,32805,149363970,139.5890455,-34.95152585,57:15.7,1748813101,2025,2025,50
LTE,505,1,12418,143546379,146.0830557,-38.80627568,38:04.7,1735966626,2025,2025,50
LTE,505,1,16402,143360061,147.4556909,-42.70917433,56:28.7,1744535941,2025,2025,50
LTE,505,1,32805,149363970,139.5866816,-34.95169547,02:54.7,1748813101,2025,2025,50
LTE,505,1,16395,143593536,147.2173516,-42.97220186,42:41.7,1744785122,2025,2025,50
LTE,505,2,57502,24160778,152.9851532,-26.71862192,09:55.7,1738017002,2025,2025,50
LTE,505,1,32805,149363970,139.591194,-34.95402047,16:20.7,1748813101,2025,2025,50
LTE,505,2,53251,21446194,141.8096518,-36.79791043,06:16.7,1737687962,2025,2025,50
LTE,505,1,32805,149363970,139.5858287,-34.94547586,39:22.7,1748813101,2025,2025,50
LTE,505,1,12418,143546379,146.0764659,-38.81404999,03:57.7,1735966626,2025,2025,50
LTE,505,2,57506,23811339,153.3387888,-27.89800906,21:34.7,1743008164,2025,2025,50
LTE,505,1,32805,149363970,139.5932551,-34.94950236,52:42.7,1748813101,2025,2025,50
LTE,505,2,53251,21446194,141.8097861,-36.79884999,04:31.7,1737687962,2025,2025,50
LTE,505,2,56250,21086770,148.2517405,-41.49347911,58:29.7,1745126341,2025,2025,50
LTE,505,1,16395,136301059,147.2093542,-42.90237846,21:03.7,1743210602,2025,2025,50
LTE,505,3,60637,15611169,114.9237599,-29.26523071,49:00.7,1736516462,2025,2025,50
LTE,505,2,56250,22081330,146.8758207,-41.23615566,04:21.7,1735984022,2025,2025,50
LTE,505,2,53251,21446194,141.8119021,-36.80325152,12:44.7,1737687962,2025,2025,50
LTE,505,2,57502,24160778,152.988855,-26.71935538,15:21.7,1738017002,2025,2025,50
LTE,505,1,28746,146483201,151.1860257,-27.45113202,30:49.7,1736378848,2025,2025,50
LTE,505,1,32805,149363970,139.5892579,-34.95243205,21:46.7,1748813101,2025,2025,50
LTE,505,2,56250,21086770,148.248124,-41.48986059,09:55.7,1745126341,2025,2025,50
LTE,505,2,57506,23811339,153.3375744,-27.90047913,21:40.7,1743008164,2025,2025,50
LTE,505,1,16395,136301059,147.2142915,-42.90183013,26:12.7,1743210602,2025,2025,50
LTE,505,1,32805,149363970,139.5855857,-34.9537168,06:56.7,1748813101,2025,2025,50
LTE,505,2,57506,23811339,153.3437735,-27.89794297,07:03.7,1743008164,2025,2025,50
LTE,505,3,60637,15611169,114.9209509,-29.2728473,47:32.7,1736516462,2025,2025,50
LTE,505,3,60637,15611169,114.9162134,-29.26836181,10:43.7,1736516462,2025,2025,50
LTE,505,1,16402,143360061,147.456796,-42.70853122,52:16.7,1744535941,2025,2025,50
LTE,505,2,53251,21446194,141.8089712,-36.79660317,26:19.7,1737687962,2025,2025,50
LTE,505,1,16402,143360061,147.4630721,-42.71366298,26:52.7,1744535941,2025,2025,50
LTE,505,1,16402,143360061,147.4626375,-42.7144531,32:12.7,1744535941,2025,2025,50
LTE,505,1,16395,136301059,147.2062765,-42.89626217,37:49.7,1743210602,2025,2025,50
LTE,505,1,12418,143546379,146.0778436,-38.81459445,08:00.7,1735966626,2025,2025,50
LTE,505,1,28698,146489386,152.5122926,-25.90864276,03:42.7,1737217416,2025,2025,50
LTE,505,2,57506,23811339,153.3402091,-27.89940226,48:12.7,1743008164,2025,2025,50
LTE,505,2,57506,23811339,153.335403,-27.90126444,15:52.7,1743008164,2025,2025,50
LTE,505,2,57506,23811339,153.3373551,-27.90367707,04:31.7,1743008164,2025,2025,50
LTE,505,1,12418,143546379,146.0761112,-38.81194787,20:17.7,1735966626,2025,2025,50
LTE,505,1,32805,149363970,139.5885395,-34.94800104,22:21.7,1748813101,2025,2025,50
LTE,505,1,12410,143541772,144.103327,-38.08165533,02:27.7,1741136102,2025,2025,50
LTE,505,1,16395,143593536,147.2166921,-42.96624444,08:09.7,1744785122,2025,2025,50
LTE,505,1,12418,143546379,146.0815591,-38.80688437,25:18.7,1735966626,2025,2025,50
LTE,505,1,28698,146489386,152.5056475,-25.90733778,17:32.7,1737217416,2025,2025,50
LTE,505,2,56250,22081330,146.8830851,-41.24287251,27:09.7,1735984022,2025,2025,50
LTE,505,2,56250,21086770,148.2475836,-41.49020933,31:15.7,1745126341,2025,2025,50
LTE,505,2,57506,23811339,153.3404442,-27.90389351,50:28.7,1743008164,2025,2025,50
LTE,505,1,16395,136301059,147.2143294,-42.89927331,38:37.7,1743210602,2025,2025,50
LTE,505,1,16402,143360061,147.4557234,-42.70783922,49:02.7,1744535941,2025,2025,50
LTE,505,2,57506,23811339,153.335912,-27.90330651,45:59.7,1743008164,2025,2025,50
LTE,505,1,16402,143360061,147.4584398,-42.70955051,47:27.7,1744535941,2025,2025,50
LTE,505,1,12410,143541772,144.1005801,-38.07684733,46:28.7,1741136102,2025,2025,50
LTE,505,3,60637,15611169,114.9209004,-29.26982755,39:46.7,1736516462,2025,2025,50
LTE,505,1,32805,149363970,139.5871915,-34.95074879,49:28.7,1748813101,2025,2025,50
LTE,505,2,56250,22081330,146.8777682,-41.23853007,54:47.7,1735984022,2025,2025,50
LTE,505,1,28698,146489386,152.5110353,-25.90747983,28:14.7,1737217416,2025,2025,50
LTE,505,1,28698,146489386,152.5128035,-25.91257794,53:47.7,1737217416,2025,2025,50
LTE,505,1,16395,143593536,147.2180256,-42.97260483,11:52.7,1744785122,2025,2025,50
LTE,505,2,56250,22081330,146.876547,-41.24288212,29:05.7,1735984022,2025,2025,50
LTE,505,1,16402,143360061,147.462115,-42.70988089,42:22.7,1744535941,2025,2025,50
LTE,505,1,16402,143360061,147.460853,-42.70712443,36:23.7,1744535941,2025,2025,50
LTE,505,2,57506,23811339,153.3443363,-27.89666543,26:52.7,1743008164,2025,2025,50
LTE,505,2,53251,21446194,141.8133445,-36.80029844,12:11.7,1737687962,2025,2025,50
LTE,505,2,56250,22081330,146.8815304,-41.24421364,48:07.7,1735984022,2025,2025,50
LTE,505,2,53370,21596466,146.9501364,-38.56889301,02:02.7,1736739841,2025,2025,50
LTE,505,2,56250,22081330,146.8812256,-41.24256047,43:34.7,1735984022,2025,2025,50
LTE,505,2,57502,24160778,152.9902646,-26.71821395,30:12.7,1738017002,2025,2025,50
LTE,505,1,28698,146489386,152.5128107,-25.90961364,37:06.7,1737217416,2025,2025,50
LTE,505,2,53251,21446194,141.8072984,-36.80334605,00:24.7,1737687962,2025,2025,50
LTE,505,2,56250,22081330,146.8757164,-41.24462937,31:47.7,1735984022,2025,2025,50
LTE,505,2,56250,21086770,148.2502562,-41.48724728,12:03.7,1745126341,2025,2025,50
LTE,505,1,16395,136301059,147.2098259,-42.90092862,24:11.7,1743210602,2025,2025,50
LTE,505,1,32805,149363970,139.585776,-34.94830884,37:23.7,1748813101,2025,2025,50
LTE,505,1,8223,134273045,151.3805022,-32.72578123,39:28.7,1737589201,2025,2025,50
LTE,505,1,12410,143541772,144.1022281,-38.08243349,07:39.7,1741136102,2025,2025,50
LTE,505,3,60637,15611169,114.9245812,-29.26957166,16:09.7,1736516462,2025,2025,50
LTE,505,2,53370,21596466,146.9501042,-38.56506631,17:46.7,1736739841,2025,2025,50
LTE,505,1,28746,146483201,151.1896252,-27.44939617,00:25.7,1736378848,2025,2025,50
LTE,505,2,56250,21086770,148.2521496,-41.49146297,15:11.7,1745126341,2025,2025,50
LTE,505,1,12418,143546379,146.0764368,-38.81363331,47:27.7,1735966626,2025,2025,50
LTE,505,3,60637,15611169,114.9204497,-29.27042596,27:43.7,1736516462,2025,2025,50
LTE,505,2,53251,21446194,141.8052045,-36.79802758,12:06.7,1737687962,2025,2025,50
LTE,505,1,8223,134273045,151.3784336,-32.73104016,34:45.7,1737589201,2025,2025,50
LTE,505,1,16395,143593536,147.2168583,-42.96739857,20:02.7,1744785122,2025,2025,50
LTE,505,2,56250,21086770,148.2483078,-41.49475621,03:22.7,1745126341,2025,2025,50
LTE,505,1,32805,149363970,139.5872918,-34.94639894,15:09.7,1748813101,2025,2025,50
LTE,505,1,32805,149363970,139.593035,-34.9450465,52:35.7,1748813101,2025,2025,50
LTE,505,2,57506,23811339,153.3411414,-27.89957666,34:11.7,1743008164,2025,2025,50
LTE,505,1,16402,143360061,147.4628002,-42.70950026,42:24.7,1744535941,2025,2025,50
LTE,505,1,12410,143541772,144.104584,-38.08015463,40:57.7,1741136102,2025,2025,50
LTE,505,1,28698,146489386,152.5097162,-25.90986447,08:54.7,1737217416,2025,2025,50
LTE,505,3,60637,15611169,114.923763,-29.27465792,24:56.7,1736516462,2025,2025,50
LTE,505,2,53251,21446194,141.8075911,-36.79651497,43:13.7,1737687962,2025,2025,50
LTE,505,2,53370,21596466,146.9456896,-38.57164413,13:28.7,1736739841,2025,2025,50
LTE,505,2,57502,24190769,152.9973977,-26.27767136,18:58.7,1738187341,2025,2025,50
LTE,505,1,16402,143360061,147.4635334,-42.70599635,06:37.7,1744535941,2025,2025,50
LTE,505,2,56250,22081330,146.877281,-41.24414301,15:10.7,1735984022,2025,2025,50
LTE,505,2,57502,24160778,152.9863849,-26.72236172,29:57.7,1738017002,2025,2025,50
LTE,505,1,28746,146483201,151.1946336,-27.44905434,10:33.7,1736378848,2025,2025,50
LTE,505,1,28746,146483201,151.1946182,-27.4502309,01:21.7,1736378848,2025,2025,50
LTE,505,2,57502,24160778,152.9896057,-26.72123185,59:46.7,1738017002,2025,2025,50
LTE,505,2,56250,22081330,146.8771139,-41.24282161,13:24.7,1735984022,2025,2025,50
LTE,505,3,60637,15611169,114.9207061,-29.27024723,58:43.7,1736516462,2025,2025,50
LTE,505,1,16395,136301059,147.2066188,-42.90021522,44:36.7,1743210602,2025,2025,50
LTE,505,1,12418,143546379,146.0832856,-38.80576068,17:51.7,1735966626,2025,2025,50
LTE,505,1,12410,143541772,144.0960408,-38.07607819,44:53.7,1741136102,2025,2025,50
LTE,505,1,28746,146483201,151.1938564,-27.45372692,29:52.7,1736378848,2025,2025,50
LTE,505,2,57502,24190769,153.0036197,-26.27924671,25:11.7,1738187341,2025,2025,50
LTE,505,1,12418,143546379,146.0822741,-38.81458611,34:54.7,1735966626,2025,2025,50
LTE,505,1,8223,134273045,151.3848288,-32.72778564,29:45.7,1737589201,2025,2025,50
LTE,505,1,16395,136301059,147.2107222,-42.9037913,34:12.7,1743210602,2025,2025,50
LTE,505,1,28698,146489386,152.5071868,-25.90874594,27:00.7,1737217416,2025,2025,50
LTE,505,1,16395,143593536,147.2239329,-42.96931748,10:16.7,1744785122,2025,2025,50
LTE,505,1,16402,143360061,147.4631268,-42.70642713,59:49.7,1744535941,2025,2025,50
LTE,505,1,16395,143593536,147.2162528,-42.97186524,51:30.7,1744785122,2025,2025,50
LTE,505,1,32805,149363970,139.5866889,-34.9498254,40:31.7,1748813101,2025,2025,50
LTE,505,1,16395,136301059,147.2051,-42.89769431,56:31.7,1743210602,2025,2025,50
LTE,505,1,12410,143541772,144.0957676,-38.08418934,51:51.7,1741136102,2025,2025,50
LTE,505,1,28698,146489386,152.5103227,-25.91322959,47:10.7,1737217416,2025,2025,50
LTE,505,1,8223,134273045,151.376355,-32.73444212,18:55.7,1737589201,2025,2025,50
LTE,505,2,53370,21596466,146.9512333,-38.57235056,36:36.7,1736739841,2025,2025,50
LTE,505,1,28746,146483201,151.1893711,-27.45390415,39:05.7,1736378848,2025,2025,50
LTE,505,3,60637,15611169,114.9166152,-29.27350007,27:08.7,1736516462,2025,2025,50
LTE,505,2,57502,24190769,153.0010779,-26.27572817,23:25.7,1738187341,2025,2025,50
LTE,505,2,57502,24190769,153.0026946,-26.27523846,37:29.7,1738187341,2025,2025,50
LTE,505,1,16395,136301059,147.2078484,-42.90471692,05:47.7,1743210602,2025,2025,50
LTE,505,1,28698,146489386,152.5138665,-25.91231438,27:11.7,1737217416,2025,2025,50
LTE,505,2,53370,21596466,146.9504114,-38.56856476,32:28.7,1736739841,2025,2025,50
LTE,505,1,12410,143541772,144.1032782,-38.08369583,19:11.7,1741136102,2025,2025,50
LTE,505,2,53251,21446194,141.8128008,-36.80311498,32:52.7,1737687962,2025,2025,50
LTE,505,1,28698,146489386,152.5124492,-25.90626314,15:28.7,1737217416,2025,2025,50
LTE,505,1,28698,146489386,152.5144595,-25.90611765,19:26.7,1737217416,2025,2025,50
LTE,505,1,12410,143541772,144.1043922,-38.07862604,39:13.7,1741136102,2025,2025,50
LTE,505,1,16395,136301059,147.2129308,-42.90321272,11:00.7,1743210602,2025,2025,50
LTE,505,2,57502,24160778,152.9850817,-26.71918623,34:02.7,1738017002,2025,2025,50
LTE,505,3,60637,15611169,114.921298,-29.27492505,21:40.7,1736516462,2025,2025,50
LTE,505,2,56250,22081330,146.8824282,-41.23853639,03:34.7,1735984022,2025,2025,50
LTE,505,1,12410,143541772,144.1028432,-38.07750772,57:01.7,1741136102,2025,2025,50
LTE,505,1,28698,146489386,152.5128746,-25.91133161,16:22.7,1737217416,2025,2025,50
LTE,505,1,16395,143593536,147.2236875,-42.97203529,46:46.7,1744785122,2025,2025,50
LTE,505,2,56250,21086770,148.2476077,-41.48649554,51:10.7,1745126341,2025,2025,50
LTE,505,2,53251,21446194,141.8147626,-36.79828546,14:33.7,1737687962,2025,2025,50
LTE,505,2,53251,21446194,141.8106986,-36.79515558,49:02.7,1737687962,2025,2025,50
LTE,505,2,56250,21086770,148.2461946,-41.48900521,09:18.7,1745126341,2025,2025,50
LTE,505,2,53251,21446194,141.8107968,-36.79967348,15:51.7,1737687962,2025,2025,50
LTE,505,1,28698,146489386,152.5121918,-25.91321274,22:36.7,1737217416,2025,2025,50
LTE,505,2,53251,21446194,141.8138624,-36.80017402,01:11.7,1737687962,2025,2025,50
LTE,505,2,57506,23811339,153.3413437,-27.89884524,15:51.7,1743008164,2025,2025,50
LTE,505,2,57502,24190769,152.9958302,-26.27934726,56:51.7,1738187341,2025,2025,50
LTE,505,1,28698,146489386,152.5079712,-25.90597976,07:44.7,1737217416,2025,2025,50
LTE,505,2,57502,24160778,152.9901418,-26.71810274,14:55.7,1738017002,2025,2025,50
LTE,505,2,56250,22081330,146.8824365,-41.24461314,13:49.7,1735984022,2025,2025,50
LTE,505,1,16395,136301059,147.2060715,-42.90030609,39:27.7,1743210602,2025,2025,50
LTE,505,1,12410,143541772,144.1023766,-38.08072387,29:36.7,1741136102,2025,2025,50
LTE,505,1,12410,143541772,144.1010295,-38.07944262,27:12.7,1741136102,2025,2025,50
LTE,505,2,57502,24160778,152.9861945,-26.72357733,49:14.7,1738017002,2025,2025,50
LTE,505,1,12410,143541772,144.1003969,-38.07867691,30:54.7,1741136102,2025,2025,50
LTE,505,2,57506,23811339,153.3438514,-27.90187133,56:59.7,1743008164,2025,2025,50
LTE,505,1,28746,146483201,151.1871516,-27.45440178,38:02.7,1736378848,2025,2025,50
LTE,505,1,12418,143546379,146.077938,-38.8133176,27:58.7,1735966626,2025,2025,50
LTE,505,1,12418,143546379,146.0811243,-38.81012403,15:48.7,1735966626,2025,2025,50
LTE,505,2,57502,24190769,152.9987526,-26.27654969,18:58.7,1738187341,2025,2025,50
LTE,505,1,12410,143541772,144.1027352,-38.081722,19:30.7,1741136102,2025,2025,50
LTE,505,2,56250,22081330,146.8846127,-41.244297,59:19.7,1735984022,2025,2025,50
LTE,505,1,16402,143360061,147.463102,-42.71013372,27:07.7,1744535941,2025,2025,50
LTE,505,1,28698,146489386,152.5108808,-25.90777144,57:46.7,1737217416,2025,2025,50
LTE,505,1,32805,149363970,139.5902225,-34.94607126,07:40.7,1748813101,2025,2025,50
LTE,505,2,57506,23811339,153.3432742,-27.90329726,59:54.7,1743008164,2025,2025,50
LTE,505,1,16395,136301059,147.2056744,-42.89555367,00:03.7,1743210602,2025,2025,50
LTE,505,1,12410,143541772,144.0995417,-38.08253467,25:11.7,1741136102,2025,2025,50
LTE,505,1,16395,143593536,147.2210551,-42.96643397,44:12.7,1744785122,2025,2025,50
LTE,505,2,57502,24160778,152.9934181,-26.71702962,55:32.7,1738017002,2025,2025,50
LTE,505,2,57502,24190769,152.9996193,-26.28237442,01:50.7,1738187341,2025,2025,50
LTE,505,1,28698,146489386,152.5064973,-25.90753373,54:03.7,1737217416,2025,2025,50
LTE,505,2,56250,22081330,146.8788372,-41.23876841,26:49.7,1735984022,2025,2025,50
LTE,505,2,57502,24190769,153.000257,-26.27813524,01:42.7,1738187341,2025,2025,50
LTE,505,1,12410,143541772,144.1024921,-38.07548073,55:22.7,1741136102,2025,2025,50
LTE,505,2,57506,23811339,153.3389133,-27.90041943,26:36.7,1743008164,2025,2025,50
LTE,505,1,16395,143593536,147.2176485,-42.96571343,18:38.7,1744785122,2025,2025,50
LTE,505,2,53370,21596466,146.9500958,-38.57237048,17:15.7,1736739841,2025,2025,50
LTE,505,1,8223,134273045,151.3832968,-32.73233026,23:02.7,1737589201,2025,2025,50
LTE,505,3,60637,15611169,114.9235117,-29.27432651,31:33.7,1736516462,2025,2025,50
LTE,505,1,28746,146483201,151.1921819,-27.4506383,53:50.7,1736378848,2025,2025,50
LTE,505,2,57506,23811339,153.3406415,-27.90380653,14:11.7,1743008164,2025,2025,50
LTE,505,2,57506,23811339,153.3428024,-27.89850689,47:35.7,1743008164,2025,2025,50
LTE,505,3,60637,15611169,114.9192372,-29.2722442,02:45.7,1736516462,2025,2025,50
LTE,505,1,12410,143541772,144.102258,-38.07627877,20:07.7,1741136102,2025,2025,50
LTE,505,1,12418,143546379,146.0752613,-38.80783009,58:07.7,1735966626,2025,2025,50
LTE,505,1,12418,143546379,146.0774394,-38.81145727,06:27.7,1735966626,2025,2025,50
LTE,505,2,57502,24190769,152.9961292,-26.28101032,05:59.7,1738187341,2025,2025,50
LTE,505,2,53251,21446194,141.8065856,-36.800992,01:01.7,1737687962,2025,2025,50
LTE,505,2,57502,24160778,152.985948,-26.72230445,02:53.7,1738017002,2025,2025,50
LTE,505,1,16402,143360061,147.4596617,-42.7109276,53:11.7,1744535941,2025,2025,50
LTE,505,2,53370,21596466,146.9495985,-38.56940537,22:32.7,1736739841,2025,2025,50
LTE,505,1,16402,143360061,147.457624,-42.710257,08:18.7,1744535941,2025,2025,50
LTE,505,2,57502,24190769,153.0023823,-26.28396672,24:01.7,1738187341,2025,2025,50
LTE,505,2,57502,24190769,152.999217,-26.283867,47:30.7,1738187341,2025,2025,50
LTE,505,3,60637,15611169,114.9164003,-29.26961653,57:17.7,1736516462,2025,2025,50
LTE,505,2,56250,21086770,148.2500421,-41.48947993,47:40.7,1745126341,2025,2025,50
LTE,505,2,57506,23811339,153.3351593,-27.90309225,53:44.7,1743008164,2025,2025,50
LTE,505,2,56250,22081330,146.8782777,-41.23972614,27:45.7,1735984022,2025,2025,50
LTE,505,1,16395,143593536,147.2234409,-42.97181703,51:11.7,1744785122,2025,2025,50
LTE,505,1,32805,149363970,139.5934326,-34.95179389,38:21.7,1748813101,2025,2025,50
LTE,505,2,56250,22081330,146.8836619,-41.24470798,03:59.7,1735984022,2025,2025,50
LTE,505,2,53370,21596466,146.946166,-38.56818933,26:25.7,1736739841,2025,2025,50
LTE,505,1,16395,143593536,147.2206674,-42.97393452,23:37.7,1744785122,2025,2025,50
LTE,505,1,16402,143360061,147.4582228,-42.71379506,44:38.7,1744535941,2025,2025,50
LTE,505,2,56250,22081330,146.881292,-41.24278276,23:45.7,1735984022,2025,2025,50
LTE,505,2,57502,24190769,152.9998926,-26.2750183,22:43.7,1738187341,2025,2025,50
LTE,505,1,32805,149363970,139.58799,-34.94584602,00:45.7,1748813101,2025,2025,50
LTE,505,2,57502,24190769,153.0038876,-26.28079795,50:30.7,1738187341,2025,2025,50
LTE,505,1,12410,143541772,144.1045198,-38.07577342,04:35.7,1741136102,2025,2025,50
LTE,505,1,28698,146489386,152.5065704,-25.91438521,29:14.7,1737217416,2025,2025,50
LTE,505,1,28698,146489386,152.5074039,-25.90790453,19:12.7,1737217416,2025,2025,50
LTE,505,1,28698,146489386,152.5083104,-25.91164142,22:43.7,1737217416,2025,2025,50
LTE,505,2,53251,21446194,141.8120117,-36.79517941,15:55.7,1737687962,2025,2025,50
LTE,505,1,28746,146483201,151.1862076,-27.45287823,14:47.7,1736378848,2025,2025,50
LTE,505,1,12418,143546379,146.0778824,-38.80889262,26:32.7,1735966626,2025,2025,50
LTE,505,1,16402,143360061,147.4596455,-42.71431508,11:50.7,1744535941,2025,2025,50
LTE,505,1,12418,143546379,146.0771461,-38.81133133,14:33.7,1735966626,2025,2025,50
LTE,505,2,57502,24190769,153.0004976,-26.27807471,46:39.7,1738187341,2025,2025,50
LTE,505,1,28746,146483201,151.1856686,-27.44889738,24:01.7,1736378848,2025,2025,50
LTE,505,2,53251,21446194,141.8114879,-36.80409763,10:08.7,1737687962,2025,2025,50
LTE,505,1,28698,146489386,152.5118771,-25.90999795,49:03.7,1737217416,2025,2025,50
LTE,505,1,16395,143593536,147.2243616,-42.97108544,50:20.7,1744785122,2025,2025,50
LTE,505,2,53251,21446194,141.8083233,-36.79586868,15:32.7,1737687962,2025,2025,50
LTE,505,1,16395,136301059,147.2057332,-42.90238528,51:41.7,1743210602,2025,2025,50
LTE,505,2,57502,24190769,153.0001564,-26.27765663,44:41.7,1738187341,2025,2025,50
LTE,505,1,28698,146489386,152.5130786,-25.91241319,56:52.7,1737217416,2025,2025,50
LTE,505,1,16395,136301059,147.2072554,-42.89938918,43:47.7,1743210602,2025,2025,50
LTE,505,2,53251,21446194,141.8072316,-36.7960288,25:35.7,1737687962,2025,2025,50
LTE,505,1,32805,149363970,139.58779,-34.94906004,49:10.7,1748813101,2025,2025,50
LTE,505,1,8223,134273045,151.3776001,-32.73015523,13:08.7,1737589201,2025,2025,50
LTE,505,1,16395,143593536,147.2238647,-42.97031755,33:05.7,1744785122,2025,2025,50
LTE,505,1,12418,143546379,146.0762597,-38.80543261,37:56.7,1735966626,2025,2025,50
LTE,505,1,8223,134273045,151.3842559,-32.72570545,17:04.7,1737589201,2025,2025,50
LTE,505,2,53370,21596466,146.950211,-38.5660528,53:57.7,1736739841,2025,2025,50
LTE,505,2,57502,24190769,152.995006,-26.27605625,30:53.7,1738187341,2025,2025,50
LTE,505,1,12410,143541772,144.1045167,-38.08162223,59:03.7,1741136102,2025,2025,50
LTE,505,2,53370,21596466,146.9531315,-38.56893358,46:38.7,1736739841,2025,2025,50
LTE,505,1,32805,149363970,139.5948857,-34.95277082,01:19.7,1748813101,2025,2025,50
LTE,505,3,60637,15611169,114.9161197,-29.2723783,04:53.7,1736516462,2025,2025,50
LTE,505,1,12410,143541772,144.0989342,-38.08035714,38:43.7,1741136102,2025,2025,50
LTE,505,1,16395,136301059,147.2105725,-42.89944492,12:22.7,1743210602,2025,2025,50
LTE,505,2,57506,23811339,153.3375902,-27.90237322,50:00.7,1743008164,2025,2025,50
LTE,505,1,28746,146483201,151.1903881,-27.45259889,43:45.7,1736378848,2025,2025,50
